Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Logical quotient rating,coding skills rating,can work long time before system?,self-learning capability?,Interested subjects,Type of company want to settle in?,Management or Technical,Suggested Job Role
71,80,84,92,66,92,73,8,1,no,no,networks,Product based,Management,Technical Support
60,61,79,90,66,74,91,7,7,yes,no,data engineering,Testing and Maintainance Services,Management,Data Architect
83,61,93,81,76,79,86,9,5,yes,no,hacking,product development,Management,CRM Business Analyst
73,88,69,71,81,71,88,7,3,no,no,cloud computing,BPA,Management,Programmer Analyst
90,75,88,84,75,80,86,3,6,yes,yes,networks,Service Based,Management,Information Technology Manager
72,67,85,81,79,92,78,1,4,no,yes,Software Engineering,Sales and Marketing,Technical,Systems Analyst
65,68,80,65,85,93,87,9,4,no,no,hacking,BPA,Technical,Technical Support
65,88,61,72,74,84,81,9,8,yes,yes,cloud computing,Cloud Services,Management,Systems Security Administrator
90,60,87,65,75,90,67,6,7,no,no,Computer Architecture,Web Services,Technical,Web Developer
67,81,80,76,82,85,77,9,1,no,no,networks,BPA,Technical,Systems Security Administrator
77,93,61,65,74,81,89,4,9,no,no,Computer Architecture,Web Services,Technical,Database Developer
88,94,73,87,64,89,79,5,9,yes,no,programming,Cloud Services,Technical,Software Systems Engineer
72,84,78,92,93,80,85,1,2,no,yes,programming,Finance,Technical,Mobile Applications Developer
83,79,88,75,62,70,68,5,1,no,no,IOT,Testing and Maintainance Services,Management,Technical Engineer
89,89,74,66,69,83,71,2,7,no,no,hacking,BPA,Technical,Systems Analyst
72,63,74,68,69,67,94,7,2,no,yes,hacking,Testing and Maintainance Services,Technical,Software Systems Engineer
69,60,77,94,70,92,67,4,2,yes,no,networks,Sales and Marketing,Management,Software Developer
60,91,61,88,85,75,66,8,7,yes,no,programming,Testing and Maintainance Services,Management,Technical Engineer
68,67,89,94,83,70,64,7,8,yes,yes,Software Engineering,Web Services,Technical,Database Developer
78,88,77,67,86,90,67,8,8,no,yes,networks,Testing and Maintainance Services,Management,Portal Administrator
78,62,71,84,83,82,69,4,3,yes,yes,hacking,SAaS services,Technical,Project Manager
78,78,67,71,78,81,71,7,6,yes,no,parallel computing,Cloud Services,Technical,Network Engineer
65,76,70,91,70,60,67,2,5,yes,yes,cloud computing,Product based,Management,Business Intelligence Analyst
91,84,61,86,79,86,87,6,5,yes,yes,hacking,Service Based,Management,Business Systems Analyst
78,83,83,63,80,69,63,7,5,yes,yes,cloud computing,Web Services,Technical,Systems Analyst
70,78,71,69,68,86,93,2,1,yes,no,programming,Product based,Management,E-Commerce Analyst
78,76,88,88,64,84,61,4,8,no,yes,parallel computing,Service Based,Management,Design & UX
94,93,88,66,91,77,63,1,8,yes,yes,parallel computing,SAaS services,Technical,Technical Services/Help Desk/Tech Support
88,86,62,77,93,65,75,1,3,no,yes,programming,Web Services,Technical,Data Architect
80,87,93,73,64,71,84,3,5,no,no,Software Engineering,Testing and Maintainance Services,Management,Project Manager
61,78,87,91,62,93,76,9,8,no,yes,programming,BPA,Technical,Mobile Applications Developer
69,60,61,67,76,93,91,1,9,yes,no,data engineering,Testing and Maintainance Services,Management,CRM Business Analyst
64,87,64,77,60,75,74,9,6,yes,no,parallel computing,BPA,Technical,Applications Developer
94,76,61,90,71,69,67,1,1,yes,yes,programming,SAaS services,Technical,Applications Developer
75,79,74,93,74,76,75,4,7,yes,no,parallel computing,Sales and Marketing,Technical,Business Intelligence Analyst
94,82,91,79,66,65,68,4,3,yes,yes,Management,Cloud Services,Management,Technical Support
67,89,86,88,81,71,93,6,8,yes,no,parallel computing,Product based,Management,Information Technology Auditor
65,77,76,74,86,90,64,8,3,no,yes,programming,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
94,80,64,63,89,65,86,8,5,yes,yes,data engineering,Web Services,Technical,Database Developer
69,85,84,90,93,86,65,6,6,no,no,data engineering,product development,Technical,Mobile Applications Developer
76,71,71,75,90,74,76,8,4,no,yes,Computer Architecture,Testing and Maintainance Services,Technical,Software Systems Engineer
66,63,75,70,91,94,86,9,5,no,yes,data engineering,SAaS services,Technical,Software Developer
62,67,65,61,64,92,72,8,9,yes,no,data engineering,Cloud Services,Technical,Web Developer
79,88,74,91,72,79,93,6,4,no,no,networks,SAaS services,Management,Applications Developer
92,79,80,60,83,90,63,6,8,yes,no,IOT,Web Services,Management,Applications Developer
77,91,60,86,84,62,90,5,3,no,yes,hacking,Product based,Technical,Network Engineer
90,75,67,65,76,73,77,9,5,yes,no,IOT,BPA,Management,Database Manager
77,75,72,64,71,93,76,5,8,yes,yes,cloud computing,Sales and Marketing,Technical,Database Manager
72,88,68,73,65,69,80,5,4,yes,yes,parallel computing,SAaS services,Technical,Systems Analyst
94,94,94,68,77,90,73,2,8,yes,no,IOT,product development,Technical,Quality Assurance Associate
89,92,93,90,60,82,81,8,6,no,no,IOT,Finance,Technical,Data Architect
68,83,83,62,61,72,70,8,1,yes,yes,data engineering,Product based,Technical,Network Security Administrator
89,82,60,83,89,65,60,5,3,yes,yes,Computer Architecture,Sales and Marketing,Technical,Information Technology Auditor
90,63,73,90,91,78,60,6,7,no,yes,networks,Sales and Marketing,Technical,Business Intelligence Analyst
91,87,64,84,63,71,66,4,9,yes,no,networks,Product based,Technical,Data Architect
67,75,82,81,92,62,80,6,3,no,yes,data engineering,Product based,Technical,Software Quality Assurance (QA) / Testing
64,85,65,77,80,72,78,7,3,yes,no,data engineering,Web Services,Technical,Business Intelligence Analyst
61,88,66,86,60,64,84,6,7,yes,yes,cloud computing,Cloud Services,Management,Quality Assurance Associate
78,85,65,86,80,74,65,5,3,no,yes,networks,Testing and Maintainance Services,Management,Software Systems Engineer
94,94,81,74,92,63,94,7,1,no,yes,networks,Finance,Management,CRM Technical Developer
76,92,73,70,60,84,76,8,6,yes,no,data engineering,Cloud Services,Technical,Technical Services/Help Desk/Tech Support
83,62,63,87,81,71,73,6,9,yes,no,programming,BPA,Technical,Information Security Analyst
65,67,91,62,88,62,67,4,4,no,no,IOT,SAaS services,Technical,Data Architect
88,76,80,94,89,74,74,2,5,yes,yes,programming,Sales and Marketing,Management,CRM Technical Developer
63,86,69,67,86,60,71,3,5,no,no,cloud computing,Product based,Technical,Technical Support
70,78,61,85,90,88,85,7,9,yes,yes,cloud computing,product development,Technical,Project Manager
65,81,92,61,64,87,76,8,7,yes,no,Computer Architecture,Product based,Management,Network Security Administrator
66,91,62,64,62,89,60,4,6,yes,yes,Computer Architecture,Web Services,Management,Network Security Administrator
92,75,91,82,75,69,88,2,5,yes,no,Management,Sales and Marketing,Technical,Software Engineer
84,79,79,77,72,91,65,5,5,no,no,data engineering,Product based,Technical,Technical Support
77,81,85,60,73,86,78,9,6,no,yes,Computer Architecture,BPA,Management,Web Developer
66,85,79,63,88,88,64,8,7,yes,no,cloud computing,Product based,Management,CRM Technical Developer
84,79,92,63,91,83,81,7,7,yes,no,networks,SAaS services,Technical,Programmer Analyst
64,61,76,66,80,90,91,4,1,yes,no,networks,Sales and Marketing,Management,Business Intelligence Analyst
79,94,61,71,88,75,62,8,7,no,yes,data engineering,BPA,Management,Technical Engineer
86,74,85,90,67,78,89,6,2,no,yes,data engineering,product development,Management,Network Engineer
65,82,60,83,84,68,63,9,3,yes,yes,parallel computing,Finance,Management,Applications Developer
81,64,85,93,69,64,66,6,7,no,no,networks,product development,Management,Systems Analyst
72,87,67,74,65,91,69,8,9,yes,no,cloud computing,BPA,Technical,Software Engineer
60,75,68,93,65,76,89,2,9,yes,yes,Management,BPA,Management,Business Systems Analyst
70,66,80,89,73,76,83,2,7,yes,no,programming,SAaS services,Technical,Data Architect
68,65,64,83,87,75,66,8,1,no,no,cloud computing,Service Based,Management,Project Manager
61,84,81,75,86,62,77,4,4,yes,yes,parallel computing,Product based,Management,Business Intelligence Analyst
79,64,90,80,81,64,67,6,8,yes,no,programming,Finance,Technical,Portal Administrator
68,81,75,67,82,81,65,4,1,no,no,networks,BPA,Management,Business Systems Analyst
78,75,91,63,64,64,88,5,5,no,yes,hacking,SAaS services,Management,Technical Services/Help Desk/Tech Support
74,71,85,68,68,82,66,3,2,no,no,Computer Architecture,product development,Technical,E-Commerce Analyst
82,83,66,82,66,66,77,2,7,yes,no,Management,SAaS services,Technical,E-Commerce Analyst
71,75,64,82,69,89,70,5,2,no,yes,networks,Product based,Technical,CRM Business Analyst
82,65,64,73,80,64,64,4,1,yes,yes,data engineering,product development,Technical,Business Intelligence Analyst
65,74,75,73,90,61,66,8,2,no,no,Management,Testing and Maintainance Services,Management,Quality Assurance Associate
74,85,90,87,94,82,78,2,3,no,yes,Software Engineering,product development,Technical,Systems Security Administrator
60,85,68,90,76,86,91,7,9,no,no,cloud computing,Sales and Marketing,Technical,Software Systems Engineer
81,68,76,88,73,94,72,4,2,yes,no,programming,Product based,Technical,Systems Security Administrator
64,73,82,90,90,81,70,1,6,yes,yes,Management,SAaS services,Management,Data Architect
73,91,94,80,73,82,77,7,6,no,no,networks,BPA,Technical,Technical Services/Help Desk/Tech Support
76,85,87,71,90,92,62,2,3,yes,no,cloud computing,product development,Management,Mobile Applications Developer
92,61,87,92,67,64,75,3,7,no,no,networks,Service Based,Management,CRM Business Analyst
72,93,75,60,75,76,94,2,8,no,no,Management,Sales and Marketing,Technical,CRM Technical Developer
69,91,92,73,63,79,67,4,8,no,no,parallel computing,BPA,Management,Data Architect
87,66,74,74,79,76,68,3,8,yes,no,data engineering,BPA,Technical,Information Technology Manager
64,84,67,70,75,80,86,5,4,yes,yes,data engineering,BPA,Technical,CRM Business Analyst
85,94,77,84,68,72,72,5,6,no,no,Management,Finance,Management,Systems Security Administrator
83,86,67,66,85,92,81,1,7,yes,no,data engineering,Web Services,Technical,Quality Assurance Associate
73,85,70,63,81,68,70,4,6,no,no,networks,Sales and Marketing,Management,Applications Developer
90,65,70,61,90,85,92,1,5,no,no,IOT,BPA,Management,Network Security Administrator
85,87,82,78,78,87,64,9,9,no,no,hacking,Web Services,Technical,Business Systems Analyst
60,82,73,61,68,63,93,6,7,no,yes,Software Engineering,Sales and Marketing,Management,Quality Assurance Associate
73,61,68,60,77,65,90,7,9,yes,no,data engineering,Web Services,Management,Web Developer
92,64,88,89,70,71,67,5,1,yes,no,cloud computing,BPA,Technical,Portal Administrator
74,82,74,71,80,73,94,6,4,no,no,hacking,SAaS services,Technical,Information Technology Auditor
72,60,94,75,82,94,75,6,3,no,yes,cloud computing,Product based,Management,Project Manager
67,86,67,79,87,94,61,7,3,yes,yes,data engineering,Sales and Marketing,Technical,Database Developer
75,87,61,81,79,61,83,1,6,yes,no,data engineering,BPA,Management,Business Intelligence Analyst
89,73,63,63,71,81,85,4,7,no,no,parallel computing,Testing and Maintainance Services,Technical,Business Systems Analyst
63,77,91,60,84,62,86,6,9,no,no,programming,Finance,Management,Software Engineer
89,83,81,75,71,86,93,5,7,no,no,Software Engineering,Service Based,Management,Network Security Engineer
68,73,86,67,74,79,84,9,2,yes,yes,data engineering,Cloud Services,Management,CRM Business Analyst
75,72,87,87,75,91,78,8,4,yes,no,networks,product development,Management,CRM Business Analyst
81,67,70,94,63,79,68,8,9,no,yes,Computer Architecture,Sales and Marketing,Management,Applications Developer
68,68,74,69,73,67,66,8,5,no,yes,IOT,SAaS services,Management,Software Systems Engineer
70,73,87,87,86,80,61,7,3,yes,yes,cloud computing,Sales and Marketing,Technical,Business Systems Analyst
79,79,94,60,89,75,78,3,3,yes,yes,Computer Architecture,Cloud Services,Management,Data Architect
93,74,67,69,81,63,94,9,7,yes,yes,hacking,Product based,Management,UX Designer
79,64,65,87,66,80,90,2,8,yes,yes,Management,Sales and Marketing,Management,Quality Assurance Associate
88,92,62,94,84,70,67,6,5,yes,yes,networks,Sales and Marketing,Management,Database Manager
75,92,93,83,92,79,86,3,7,yes,no,Computer Architecture,BPA,Technical,Data Architect
86,84,64,87,73,79,85,1,4,yes,yes,Software Engineering,Web Services,Management,Programmer Analyst
76,61,66,68,68,94,93,7,4,yes,yes,hacking,Service Based,Technical,Information Technology Auditor
82,86,76,61,64,79,71,6,8,no,no,hacking,SAaS services,Management,Project Manager
76,63,86,90,72,60,76,9,6,yes,yes,data engineering,Service Based,Technical,Information Technology Auditor
75,81,86,83,73,90,69,9,8,yes,no,Computer Architecture,Service Based,Technical,Solutions Architect
85,60,91,68,65,61,71,9,4,yes,no,parallel computing,Service Based,Technical,Project Manager
84,60,93,65,94,66,62,1,3,no,no,Software Engineering,Product based,Management,Applications Developer
61,88,94,85,72,72,68,7,2,yes,yes,cloud computing,Web Services,Technical,Technical Services/Help Desk/Tech Support
93,63,79,65,79,81,80,8,2,yes,yes,networks,Sales and Marketing,Management,Solutions Architect
60,73,65,65,76,64,64,3,8,no,yes,parallel computing,Sales and Marketing,Technical,Network Security Engineer
66,63,83,92,63,88,66,1,2,no,yes,Computer Architecture,Testing and Maintainance Services,Management,Applications Developer
71,92,84,67,94,86,80,7,4,no,no,hacking,Cloud Services,Management,Data Architect
79,65,73,63,67,74,64,9,8,yes,no,Software Engineering,SAaS services,Management,Software Engineer
94,94,88,89,61,66,80,2,5,yes,yes,networks,Cloud Services,Technical,Applications Developer
78,72,93,89,84,86,61,8,4,no,yes,data engineering,Finance,Technical,Software Quality Assurance (QA) / Testing
61,93,66,90,78,94,71,7,6,yes,yes,programming,Web Services,Technical,Design & UX
63,66,68,90,69,80,70,5,8,no,no,networks,Testing and Maintainance Services,Management,Software Developer
64,83,60,69,75,62,65,8,9,no,no,IOT,Finance,Management,Systems Security Administrator
71,93,70,89,68,72,77,1,5,yes,no,Management,BPA,Technical,Business Systems Analyst
61,83,64,86,73,91,75,2,5,yes,no,parallel computing,SAaS services,Management,Web Developer
71,79,69,89,62,92,62,3,6,no,no,programming,BPA,Technical,Business Intelligence Analyst
83,65,80,83,73,77,83,7,6,yes,yes,hacking,product development,Technical,Business Intelligence Analyst
82,89,84,73,84,62,76,8,1,yes,no,hacking,Product based,Technical,Software Engineer
60,85,94,87,83,69,64,1,7,yes,no,hacking,Product based,Technical,Mobile Applications Developer
68,68,66,71,79,68,68,4,6,yes,no,Computer Architecture,Testing and Maintainance Services,Management,Technical Support
79,93,68,85,76,63,62,6,9,no,yes,networks,Testing and Maintainance Services,Technical,Technical Services/Help Desk/Tech Support
74,75,92,94,64,69,76,1,5,yes,no,Software Engineering,product development,Management,E-Commerce Analyst
60,72,80,78,76,90,80,8,6,no,yes,parallel computing,BPA,Management,Business Systems Analyst
87,76,87,68,84,70,69,2,6,yes,yes,data engineering,Product based,Management,Software Developer
74,83,77,85,81,82,87,7,6,no,yes,IOT,SAaS services,Management,Solutions Architect
72,75,94,88,76,67,86,3,4,no,yes,cloud computing,Testing and Maintainance Services,Management,Software Systems Engineer
70,68,92,68,87,94,92,4,3,no,yes,Management,Testing and Maintainance Services,Management,Mobile Applications Developer
79,71,62,77,83,66,71,5,6,yes,yes,hacking,Testing and Maintainance Services,Technical,Technical Support
83,60,88,83,82,77,75,6,9,yes,yes,Management,Finance,Technical,Database Manager
70,90,84,63,70,71,94,2,8,yes,no,hacking,Cloud Services,Technical,Network Engineer
86,61,70,84,63,69,92,7,8,yes,no,parallel computing,Sales and Marketing,Technical,Software Systems Engineer
88,86,67,81,85,60,62,6,6,no,yes,Computer Architecture,Finance,Technical,Information Technology Manager
82,90,88,72,91,83,82,4,8,no,no,Computer Architecture,product development,Technical,Solutions Architect
70,93,78,65,81,86,81,3,3,yes,yes,hacking,BPA,Management,Software Engineer
93,78,62,61,61,92,83,5,5,yes,yes,IOT,Web Services,Management,Design & UX
89,78,87,90,88,82,86,9,4,no,no,programming,Web Services,Technical,Solutions Architect
89,78,67,60,83,63,76,6,7,yes,no,parallel computing,Sales and Marketing,Management,Project Manager
72,80,65,94,73,65,91,8,7,no,yes,data engineering,product development,Technical,Information Technology Manager
68,75,78,65,65,81,69,6,5,no,no,cloud computing,Web Services,Management,Database Developer
89,84,65,65,73,75,65,8,9,yes,no,programming,SAaS services,Management,Software Developer
67,75,60,61,87,75,76,1,2,no,yes,programming,Web Services,Management,Portal Administrator
